"tweet text","screen name",name,"created at"
,,,"2023-12-18 10:25:00"
,,,"2023-12-18 11:14:09"
,,,"2023-12-21 06:09:20"
,,,"2023-12-22 06:28:35"
,,,"2023-12-22 06:29:37"
,,,"2023-12-22 07:02:40"
,,,"2024-01-02 11:14:35"
,,,"2024-01-02 11:15:26"
,,,"2024-01-11 14:51:07"
,,,"2024-01-11 14:52:13"
,,,"2024-01-11 14:54:19"
,,,"2024-01-11 14:55:23"
,,,"2024-01-12 11:59:00"
,,,"2024-01-18 10:10:28"
,,,"2024-01-18 10:12:19"
,,,"2024-01-19 15:50:44"
,,,"2024-01-20 04:40:21"
,,,"2024-01-20 04:47:09"
